무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
천안동남-F0008,충청남도,천안시 동남구,시도,,만남로,3,충청남도 천안시 동남구 만남로 9,충청남도 천안시 동남구 신부동 966,36.8193111,127.1529111,방죽안오거리,4,0,,,,2020.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0009,충청남도,천안시 동남구,시도,,만남로,3,충청남도 천안시 동남구 만남로 43,충청남도 천안시 동남구 신부동 363-2,36.8194111,127.1543111,신세계백화점 주변,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0010,충청남도,천안시 동남구,시도,,신용로,3,충청남도 천안시 동남구 신용로 56,충청남도 천안시 동남구 다가동 367-1,36.8012111,127.1431111,신용로사거리,4,0,,,,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0011,충청남도,천안시 동남구,시도,,중앙시장길,3,충청남도 천안시 동남구 중앙시장길 2,충청남도 천안시 동남구 사직동 202-18,36.8007111,127.1491111,남산공원주차장,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0012,충청남도,천안시 동남구,시도,,봉정로,3,충청남도 천안시 동남구 봉정로 39,충청남도 천안시 동남구 봉명동 42,36.8057111,127.1395111,봉명동사무소,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0013,충청남도,천안시 동남구,시도,,대흥로,3,충청남도 천안시 동남구 대흥로 288,충청남도 천안시 동남구 성황동 71-1,36.8134111,127.1495111,혜강병원,4,0,,,2.0,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0014,충청남도,천안시 동남구,시도,,일봉로,3,충청남도 천안시 동남구 일봉로 8,충청남도 천안시 동남구 신방동878,36.7934111,127.1293111,성지새말오거리,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0015,충청남도,천안시 동남구,시도,,차돌로,3,충청남도 천안시 동남구 차돌로 98,충청남도 천안시 동남구 다가동 355-1,36.8024111,127.1412111,농협봉명지점,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0016,충청남도,천안시 동남구,시도,,충무로,3,충청남도 천안시 동남구 충무로 506,충청남도 천안시 동남구 구성동 432-3,36.7987111,127.1616111,한국전기안전공사,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0017,충청남도,천안시 동남구,시도,,만남로,3,충청남도 천안시 동남구 만남로 38,충청남도 천안시 동남구 신부동 461-6,36.8185111,127.1563111,터미널버스승강장,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0018,충청남도,천안시 동남구,시도,,영성로,3,충청남도 천안시 동남구 영성로 13,충청남도 천안시 동남구 사직동 275-7,36.7994111,127.1508111,원거리 사거리길,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0019,충청남도,천안시 동남구,시도,,충절로,3,충청남도 천안시 동남구 충절로 199,충청남도 천안시 동남구 원성동 564-1,36.8011111,127.1594111,원성동 KB손해보험,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0020,충청남도,천안시 동남구,시도,,대흥로,3,충청남도 천안시 동남구 대흥로 328,충청남도 천안시 동남구 성황동 10-8,36.8168111,127.1511111,김성태정형외과,4,0,,,,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0021,충청남도,천안시 동남구,시도,,중앙로,3,충청남도 천안시 동남구 중앙로 188,충청남도 천안시 동남구 성황동 4,36.8149111,127.1542111,북중학교 앞,4,0,,,2.0,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안서북-F0162,충청남도,천안시 서북구,시도,,한들1로,3,충청남도 천안시 서북구 한들1로 134,충청남도 천안시 서북구 백석동 1141,36.834762,127.1195721,한들1로 두정로(백석유통단지),4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0163,충청남도,천안시 서북구,시도,,두정로,3,충청남도 천안시 서북구 두정로 289,충청남도 천안시 서북구 두정동 85-5,36.832766,127.1488561,두정역 1번 출구,4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0164,충청남도,천안시 서북구,시도,,두정역길 23,3,충청남도 천안시 서북구 두정역길 23,충청남도 천안시 서북구 두정동 118-5,36.835202,127.1484331,두정역 2번 출구,4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0165,충청남도,천안시 서북구,시도,,봉정로,3,충청남도 천안시 서북구 봉정로,충청남도 천안시 서북구 두정동 58-10,36.830841,127.1453271,1공단1길. 1공단4길,4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0166,충청남도,천안시 서북구,시도,,1공단1길,3,충청남도 천안시 서북구 1공단1길,충청남도 천안시 서북구 성정동 24-57,36.82754304,127.1467818,두정 119안전센터,4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0167,충청남도,천안시 서북구,시도,,봉명로 30,3,충청남도 천안시 서북구 봉명로 30,충청남도 천안시 서북구 쌍용동 1262,36.807971,127.1285291,서부대로 시영아파트1차,4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0168,충청남도,천안시 서북구,시도,,성거산단 1로,3,충청남도 천안시 서북구 성거산단 1로,충청남도 천안시 서북구 성거읍 오목리 30-8,36.891173,127.2098811,성거읍 오목리 30-8,4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
G8119,충청남도,천안시,기타,,천안논산고속도로,2,,충청남도 천안시 동남구 풍세면 풍서리 125-11,36.72017011,127.132568,천안논산고속도로268.8km,99,110,1.0,15.89,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G8095,충청남도,천안시 서북구,시도,,백석로,2,,충청남도 천안시 서북구 백석동 658-77,36.82286101,127.112572,운동장사거리,1,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G8096,충청남도,천안시 서북구,시도,,서부16길,1,,충청남도 천안시 서북구 성정동 644,36.82273501,127.139702,천안서초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G8097,충청남도,천안시 동남구,일반국도,1,세종로,2,,충청남도 천안시 동남구 광덕면 행정리 40-22,36.68909301,127.159121,구정사거리,2,80,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G8098,충청남도,천안시 동남구,지방도,629,광풍로,2,,충청남도 천안시 동남구 광덕면 매당리 449-1,36.70349501,127.106445,대흥경로당 앞,1,30,,,1.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9816,충청남도,천안시 동남구,시도,,용곡2길,1,,충청남도 천안시 동남구 용곡동 598,36.78901297,127.1347834,셀라유치원 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9817,충청남도,천안시 동남구,시도,,천안천공원5길,1,,충청남도 천안시 동남구 영성동 145-6,36.79775701,127.150321,이솝유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9818,충청남도,천안시 동남구,시도,,각원사길,2,,충청남도 천안시 동남구 안서동 253,36.83055201,127.179417,호서대부속유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9819,충청남도,천안시 동남구,시도,,중앙로,2,,충청남도 천안시 동남구 신부동 865-1,36.82327011,127.1519601,아이캔유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9820,충청남도,천안시 동남구,시도,,중앙로,1,,충청남도 천안시 동남구 신부동 865-1,36.82333011,127.1520201,아이캔유치원 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9821,충청남도,천안시 동남구,시도,,통정6로,1,,충청남도 천안시 동남구 신방동 2121,36.77539011,127.1382101,세실유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9822,충청남도,천안시 동남구,시도,,통정6로,2,,충청남도 천안시 동남구 신방동 2121,36.77545011,127.1381501,세실유치원 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9823,충청남도,천안시 동남구,시도,,통정12로,1,,충청남도 천안시 동남구 신방동 2125,36.77534011,127.1364101,엔젤어린이집 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9824,충청남도,천안시 동남구,시도,,통정12로,2,,충청남도 천안시 동남구 신방동 2125,36.77532011,127.1363101,엔젤어린이집 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9825,충청남도,천안시 동남구,시도,,수곡로,1,,충청남도 천안시 동남구 신방동 73-13,36.78855701,127.1265801,또바트유치원 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9826,충청남도,천안시 동남구,시도,,수곡로,1,,충청남도 천안시 동남구 신방동 911,36.78834701,127.129877,더그림유치원 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9827,충청남도,천안시 동남구,지방도,691 지방도,약수로,1,,충청남도 천안시 동남구 성남면 석곡리 460-5,36.74264011,127.2214601,대운자원 70m 전,1,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9828,충청남도,천안시 동남구,지방도,691 지방도,약수로,2,,충청남도 천안시 동남구 성남면 석곡리 460-5,36.74261011,127.2213801,대운자원 70m 후,1,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9829,충청남도,천안시 동남구,시도,,약수로,1,,충청남도 천안시 동남구 성남면 대정리 119-2,36.72913101,127.214076,천안시 동남구 약수로,1,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9830,충청남도,천안시 동남구,시도,,약수로,2,,충청남도 천안시 동남구 성남면 대정리 119-2,36.72923801,127.213986,천안시 동남구 약수로,1,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9831,충청남도,천안시 동남구,시도,,삼성5길,2,,충청남도 천안시 동남구 목천읍 삼성리 9-9,36.76041201,127.176961,하얀유치원 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9832,충청남도,천안시 동남구,시도,,삼방로,2,,충청남도 천안시 동남구 목천읍 남화리 4-3,36.78145501,127.235178,GS글로벌 앞,1,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9833,충청남도,천안시 동남구,시도,,정골1길,1,,충청남도 천안시 동남구 구성동 279-2,36.79139011,127.1689201,천안공업사 건너편,1,30,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9834,충청남도,천안시 동남구,시도,,정골1길,2,,충청남도 천안시 동남구 구성동 279-2,36.79134011,127.1688801,천안공업사 앞,1,30,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9788,충청남도,천안시 서북구,시도,,성성6로,1,,충청남도 천안시 서북구 성성동 735,36.8405011,127.136011,천안성성유치원 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9789,충청남도,천안시 서북구,시도,,성진로,2,,충청남도 천안시 서북구 성거읍 모전리 2-22,36.91196011,127.1969801,잼잼어린이집 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9790,충청남도,천안시 서북구,시도,,성진로,1,,충청남도 천안시 서북구 성거읍 모전리 2-22,36.91205011,127.1971701,잼잼어린이집 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9791,충청남도,천안시 서북구,시도,,봉주로,1,,충청남도 천안시 서북구 성거읍 소우리 182-8,36.87862901,127.171999,천안인애학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9792,충청남도,천안시 서북구,시도,,서부대로,2,,충청남도 천안시 서북구 두정동 1781,36.8294011,127.1332011,늘푸른유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9793,충청남도,천안시 서북구,시도,,불당18로,1,,충청남도 천안시 서북구 불당동 1937,36.80501011,127.1055201,이튼유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9794,충청남도,천안시 서북구,시도,,불당18로,2,,충청남도 천안시 서북구 불당동 1937,36.80492011,127.1054501,이튼유치원 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9795,충청남도,천안시 서북구,시도,,불당26로,2,,충청남도 천안시 서북구 불당동 1500,36.819011,127.1049011,천안버들유치원 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9796,충청남도,천안시 서북구,시도,,불당21로,1,,충청남도 천안시 서북구 불당동 1573,36.8172011,127.1016011,불당유치원 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9797,충청남도,천안시 서북구,시도,,봉서산로,1,,충청남도 천안시 서북구 쌍용동 1917,36.8041011,127.1204011,늘사랑유치원 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9798,충청남도,천안시 서북구,시도,,미라3길,2,,충청남도 천안시 서북구 쌍용동 1222,36.7997011,127.1306011,젤라유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9799,충청남도,천안시 서북구,시도,,미라2길,2,,충청남도 천안시 서북구 쌍용동 889,36.8028011,127.1305011,예빛어린이집 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9800,충청남도,천안시 서북구,지방도,23,망향로,1,,충청남도 천안시 서북구 성거읍 송남리 540,36.8657011,127.1943011,아이세상유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
